customer_id,total_orders,total_sales,total_quantity,last_order_date,avg_order_value,recency_days,first_name,last_name,phone,email,street,city,state,zip_code,cluster
37,2,14011.8265,10,2018-12-04,7005.91325,3.0,Melia,Brady,,melia.brady@gmail.com,907 Shirley Rd.,Maspeth,NY,11378,0
38,2,21535.6665,10,2018-12-04,10767.83325,3.0,Zelma,Browning,,zelma.browning@aol.com,296 Second Street,Astoria,NY,11102,0
39,2,17783.4874,12,,8891.7437,9999.0,Janetta,Aguirre,(717) 670-2634,janetta.aguirre@aol.com,214 Second Court,Lancaster,NY,14086,0
40,3,17240.562299999998,16,2016-09-12,5746.8541,816.0,Ronna,Butler,,ronna.butler@gmail.com,9438 Plymouth Court,Encino,CA,91316,0
41,2,3962.0287,8,2018-04-04,1981.01435,247.0,Kathie,Freeman,,kathie.freeman@msn.com,667 Temple Dr.,Queensbury,NY,12804,2
42,2,9205.1175,10,,4602.55875,9999.0,Tangela,Quinn,,tangela.quinn@aol.com,4 S. Purple Finch Road,Richmond Hill,NY,11418,0
43,3,23049.057,17,2017-10-06,7683.019,427.0,Mozelle,Carter,(281) 489-9656,mozelle.carter@aol.com,895 Chestnut Ave.,Houston,TX,77016,0
44,2,2270.5392,7,,1135.2696,9999.0,Onita,Johns,,onita.johns@msn.com,32 Glen Creek Lane,Elmont,NY,11003,1
45,2,3347.648,6,2017-07-04,1673.824,521.0,Bennett,Armstrong,,bennett.armstrong@aol.com,688 Walnut Street,Bethpage,NY,11714,2
46,3,8902.506599999999,10,,2967.5021999999994,9999.0,Monika,Berg,,monika.berg@gmail.com,369 Vernon Dr.,Encino,CA,91316,0
47,3,16935.6408,16,2018-11-04,5645.2136,33.0,Bridgette,Guerra,,bridgette.guerra@hotmail.com,9982 Manor Drive,San Lorenzo,CA,94580,0
48,2,11705.851999999999,12,,5852.9259999999995,9999.0,Cesar,Jackson,,cesar.jackson@gmail.com,8068 N. Griffin Ave.,Liverpool,NY,13090,0
49,2,1571.176,3,,785.588,9999.0,Caroll,Hays,,caroll.hays@yahoo.com,9381 Wrangler St.,Fairport,NY,14450,1
50,3,16179.116699999999,10,2018-12-04,5393.0389,3.0,Cleotilde,Booth,,cleotilde.booth@gmail.com,17 Corona St.,Sugar Land,TX,77478,0
51,2,7000.057999999999,6,2018-02-04,3500.0289999999995,306.0,Gertrud,Rhodes,,gertrud.rhodes@aol.com,9961 Meadowbrook Street,Merrick,NY,11566,2
52,2,6467.6551,7,2018-06-04,3233.82755,186.0,Tu,Ramirez,,tu.ramirez@hotmail.com,24 W. Courtland Street,East Elmhurst,NY,11369,0
53,3,14068.2366,15,2018-12-07,4689.4122,0.0,Saturnina,Garner,,saturnina.garner@gmail.com,8538 Fairground St.,Glendora,CA,91740,0
54,2,17225.4439,8,,8612.72195,9999.0,Fran,Yang,,fran.yang@hotmail.com,440 Pearl St.,Utica,NY,13501,0
55,2,4183.6207,9,,2091.81035,9999.0,Diana,Guerra,,diana.guerra@hotmail.com,45 Chapel Ave.,Merrick,NY,11566,1
56,3,6680.4439,6,2018-01-03,2226.8146333333334,338.0,Lolita,Mosley,(281) 363-3309,lolita.mosley@hotmail.com,376 S. High Ridge St.,Houston,TX,77016,0
57,2,6981.9401,8,,3490.97005,9999.0,Pamala,Henry,,pamala.henry@aol.com,197 Bridgeton Ave.,Bronx,NY,10451,0
58,2,21514.461499999998,16,2017-05-02,10757.230749999999,584.0,Damien,Dorsey,,damien.dorsey@yahoo.com,161 Old York Street,Central Islip,NY,11722,0
59,2,13854.6016,11,2018-12-04,6927.3008,3.0,Latasha,Stanley,,latasha.stanley@gmail.com,8068 Fordham Drive,Rockville Centre,NY,11570,0
60,2,9919.329399999999,8,2016-05-01,4959.664699999999,950.0,Neil,Mccall,,neil.mccall@gmail.com,7476 Oakland Dr.,San Carlos,CA,94070,0
61,3,25636.4531,17,2018-10-04,8545.484366666666,64.0,Elinore,Aguilar,,elinore.aguilar@msn.com,9766 Rockcrest Ave.,San Angelo,TX,76901,0
62,2,4122.145399999999,7,2018-01-04,2061.0726999999997,337.0,Alica,Hunter,,alica.hunter@hotmail.com,8 San Juan Drive,East Elmhurst,NY,11369,2
63,2,20086.370799999997,14,2018-12-02,10043.185399999998,5.0,Tenisha,Lyons,,tenisha.lyons@aol.com,78 E. Rock Creek Street,Amityville,NY,11701,0
64,3,8778.1311,11,2018-04-04,2926.0437,247.0,Bobbie,Foster,,bobbie.foster@yahoo.com,988 Pineknoll Ave.,Desoto,TX,75115,0
65,2,11151.604500000001,9,,5575.802250000001,9999.0,Kanesha,Vega,,kanesha.vega@gmail.com,771 E. Oxford Drive,Rome,NY,13440,0
66,3,23026.2923,13,2018-11-04,7675.430766666667,33.0,Lorrie,Becker,,lorrie.becker@yahoo.com,19 North Court,Garland,TX,75043,0
67,2,1472.4724999999999,3,2016-08-09,736.2362499999999,850.0,Tommie,Melton,(916) 802-2952,tommie.melton@gmail.com,8 West Old York St.,Sacramento,CA,95820,2
68,3,10802.6294,8,2018-09-04,3600.8764666666666,94.0,Jayne,Kirkland,,jayne.kirkland@hotmail.com,7800 Second Lane,Rowlett,TX,75088,0
69,2,7568.9310000000005,8,2018-05-04,3784.4655000000002,217.0,Katelin,Kennedy,,katelin.kennedy@gmail.com,286 Myrtle Lane,Rocklin,CA,95677,0
70,2,16338.938400000001,7,2017-04-08,8169.4692000000005,608.0,Tomasa,Carson,,tomasa.carson@aol.com,10 Clark Avenue,East Elmhurst,NY,11369,0
71,2,1855.3325,2,,927.66625,9999.0,Takako,Casey,,takako.casey@aol.com,7548 Court Lane,Bronx,NY,10451,1
72,2,13914.334499999999,9,2016-05-09,6957.1672499999995,942.0,Petronila,Norris,,petronila.norris@aol.com,72 South Marshall Lane,South El Monte,CA,91733,0
73,2,31913.690199999997,12,2017-11-06,15956.845099999999,396.0,Melanie,Hayes,,melanie.hayes@msn.com,5 N. Hall Dr.,Liverpool,NY,13090,0
74,2,4036.9719999999998,3,,2018.4859999999999,9999.0,Georgeann,Waller,,georgeann.waller@yahoo.com,9797 Bald Hill Ave.,North Tonawanda,NY,14120,1
75,2,32803.0062,11,2018-08-04,16401.5031,125.0,Abby,Gamble,,abby.gamble@aol.com,60 Myers Dr.,Amityville,NY,11701,0
76,2,7168.477800000001,14,,3584.2389000000003,9999.0,Parker,Prince,,parker.prince@hotmail.com,21 Sulphur Springs Drive,Port Jefferson Station,NY,11776,0
77,3,8522.9542,6,2016-01-09,2840.984733333333,1063.0,Keri,Bridges,,keri.bridges@gmail.com,8504 Brickell Ave.,Richardson,TX,75080,0
78,2,3441.2631,4,2018-12-04,1720.63155,3.0,Chi,Goff,,chi.goff@aol.com,3 W. Glen Ridge Avenue,Palos Verdes Peninsula,CA,90274,2
79,2,16025.0715,14,2017-09-02,8012.53575,461.0,Ashanti,Parks,,ashanti.parks@hotmail.com,846 N. Helen St.,Baldwin,NY,11510,0
80,2,9563.3381,11,,4781.66905,9999.0,Sarai,Mckee,(716) 912-8110,sarai.mckee@msn.com,641 Glenwood Avenue,Buffalo,NY,14215,0
81,2,5660.9369,7,2018-06-04,2830.46845,186.0,Zina,Bonner,,zina.bonner@hotmail.com,9312 8th Street,San Lorenzo,CA,94580,2
82,2,18995.013700000003,12,2018-04-04,9497.506850000002,247.0,Lizzie,Joyner,,lizzie.joyner@msn.com,8541 Roberts St.,Coachella,CA,92236,0
83,2,7793.1507,12,2018-06-04,3896.57535,186.0,Tiesha,Daniel,,tiesha.daniel@yahoo.com,6 West Bohemia Lane,Scarsdale,NY,10583,0
84,2,7154.5445,7,2018-02-04,3577.27225,306.0,Armand,Whitehead,,armand.whitehead@hotmail.com,639 Harvey St.,Lindenhurst,NY,11757,0
85,2,23195.0754,14,2018-08-04,11597.5377,125.0,Teofila,Fischer,,teofila.fischer@aol.com,1 West Brickyard St.,Huntington Station,NY,11746,0
86,2,12551.997,13,2018-05-04,6275.9985,217.0,Lissa,Vargas,,lissa.vargas@yahoo.com,517 Victoria Ave.,Oswego,NY,13126,0
87,2,13546.9484,9,2018-10-04,6773.4742,64.0,Yan,Mcgowan,,yan.mcgowan@msn.com,8960 Newport Ave.,Duarte,CA,91010,0
88,2,9805.2464,6,2016-04-09,4902.6232,972.0,Titus,Bullock,,titus.bullock@gmail.com,29 Oxford Avenue,Hollis,NY,11423,0
89,2,10805.3354,5,2017-05-11,5402.6677,575.0,Arvilla,Osborn,,arvilla.osborn@gmail.com,60 Acacia Lane,Upland,CA,91784,0
90,2,8956.785,9,,4478.3925,9999.0,Marjorie,Logan,,marjorie.logan@msn.com,95 Grandrose St.,Franklin Square,NY,11010,0
91,2,18856.877,8,2016-06-01,9428.4385,919.0,Marvin,Mullins,(619) 635-2027,marvin.mullins@aol.com,7489 Redwood Drive,San Diego,CA,92111,0
92,2,3037.1355000000003,7,2018-08-04,1518.5677500000002,125.0,Tena,Cruz,,tena.cruz@yahoo.com,1 South St.,Farmingdale,NY,11735,2
93,2,25612.702100000002,12,2017-09-06,12806.351050000001,457.0,Corrina,Sawyer,(248) 370-1364,corrina.sawyer@yahoo.com,95 Briarwood Lane,Troy,NY,12180,0
94,2,34807.93919999999,15,2018-01-04,17403.969599999997,337.0,Sharyn,Hopkins,,sharyn.hopkins@hotmail.com,4 South Temple Ave.,Baldwinsville,NY,13027,0
95,1,12433.4557,5,,12433.4557,9999.0,Letitia,Franco,,letitia.franco@aol.com,607 Lakeview Drive,Saratoga Springs,NY,12866,3
96,1,7681.124,4,2016-10-12,7681.124,786.0,Floretta,Higgins,,floretta.higgins@hotmail.com,870 Lilac Dr.,Bayside,NY,11361,2
97,2,6450.952899999999,5,2018-11-04,3225.4764499999997,33.0,Louanne,Martin,,louanne.martin@hotmail.com,1 Campfire Ave.,Yuba City,CA,95993,2
98,1,2546.4665,4,,2546.4665,9999.0,Violet,Valenzuela,,violet.valenzuela@msn.com,8668 Piper Street,Plattsburgh,NY,12901,1
99,1,5431.8955,7,2016-10-04,5431.8955,794.0,Carie,Kidd,,carie.kidd@yahoo.com,6 East Clinton Street,Monroe,NY,10950,2
100,1,5399.982,2,,5399.982,9999.0,Kellie,Franco,,kellie.franco@yahoo.com,444 South Walnut Rd.,Commack,NY,11725,1
101,1,1405.962,4,,1405.962,9999.0,Nichelle,Howell,,nichelle.howell@aol.com,7670 Forest St.,Scarsdale,NY,10583,1
102,1,3121.132,3,2016-06-12,3121.132,908.0,Marisol,Goodman,,marisol.goodman@gmail.com,864 East Cherry St.,Canandaigua,NY,14424,2
103,1,2718.3920000000003,3,,2718.3920000000003,9999.0,Sylvie,Wilkerson,,sylvie.wilkerson@yahoo.com,750 Central Ave.,Syosset,NY,11791,1
104,2,11776.410100000001,10,,5888.2050500000005,9999.0,Katharina,Bates,,katharina.bates@gmail.com,54 South Greenview Drive,Campbell,CA,95008,0
105,1,12461.5479,7,2016-05-05,12461.5479,946.0,Marget,Hodge,,marget.hodge@msn.com,7199 Selby Lane,Woodhaven,NY,11421,3
106,1,2770.9629999999997,4,,2770.9629999999997,9999.0,Raul,Melendez,,raul.melendez@hotmail.com,9772 Manhattan St.,Elmhurst,NY,11373,1
107,1,6961.0917,5,2016-06-06,6961.0917,914.0,Cecil,Hopper,,cecil.hopper@yahoo.com,471 Glenlake Ave.,Central Islip,NY,11722,2
108,1,18281.4729,5,,18281.4729,9999.0,Shae,Hickman,,shae.hickman@hotmail.com,740 Pin Oak Street,Floral Park,NY,11001,3
109,2,17193.9034,11,2018-01-03,8596.9517,338.0,Monica,Sears,(408) 704-8863,monica.sears@aol.com,57 Glenholme St.,San Jose,CA,95127,0
110,2,5371.338,7,,2685.669,9999.0,Ollie,Zimmerman,(657) 648-2863,ollie.zimmerman@yahoo.com,69 Wood Rd.,Anaheim,CA,92806,1
111,1,6177.7725,3,,6177.7725,9999.0,Shila,White,,shila.white@msn.com,94 Lakeshore Street,Orchard Park,NY,14127,1
112,1,7952.0464,8,,7952.0464,9999.0,Yuk,Vega,,yuk.vega@yahoo.com,413 Wood St.,West Hempstead,NY,11552,3
113,1,4236.3466,6,,4236.3466,9999.0,Eliana,Silva,,eliana.silva@gmail.com,7119 Summer Rd.,Farmingdale,NY,11735,1
114,1,727.9839999999999,2,,727.9839999999999,9999.0,Thalia,Horne,,thalia.horne@yahoo.com,9312 Harvard Street,Amityville,NY,11701,1
115,1,8327.9477,6,,8327.9477,9999.0,Rey,Lindsay,,rey.lindsay@gmail.com,16 Philmont St.,Monroe,NY,10950,3
116,3,12793.6337,13,2017-08-08,4264.5445666666665,486.0,Merlene,Vinson,,merlene.vinson@gmail.com,431 Vine Dr.,Euless,TX,76039,0
117,2,2371.4545,5,2016-11-04,1185.72725,763.0,Dacia,William,,dacia.william@msn.com,62 Cypress Drive,Sugar Land,TX,77478,2
118,1,3974.6254,4,,3974.6254,9999.0,Le,Wood,,le.wood@yahoo.com,90 Primrose Dr.,Pittsford,NY,14534,1
119,2,16764.1256,8,2018-10-07,8382.0628,61.0,Thalia,Dillard,,thalia.dillard@yahoo.com,987 NE. Gates Street,San Angelo,TX,76901,0
120,2,9425.1668,10,2018-06-04,4712.5834,186.0,Luz,House,(559) 114-2580,luz.house@gmail.com,491 Railroad Street,Fresno,CA,93706,0
121,2,3589.122,4,,1794.561,9999.0,Lucy,Woods,,lucy.woods@gmail.com,8437 West Rockaway St.,Palos Verdes Peninsula,CA,90274,1
122,1,24890.6244,5,,24890.6244,9999.0,Shena,Carter,,shena.carter@yahoo.com,72 University Road,Howard Beach,NY,11414,3
123,2,13783.7813,11,2018-01-07,6891.89065,334.0,Robena,Hill,(361) 598-4414,robena.hill@hotmail.com,263 Cross St.,Corpus Christi,TX,78418,0
124,2,6235.5381,7,,3117.76905,9999.0,Jeni,Booker,,jeni.booker@gmail.com,546 Railroad Dr.,South El Monte,CA,91733,1
125,1,7067.962799999999,4,,7067.962799999999,9999.0,Herlinda,Stone,,herlinda.stone@msn.com,725 Gulf St.,Canandaigua,NY,14424,1
126,1,10314.9248,8,2018-07-03,10314.9248,157.0,Lavina,Dejesus,,lavina.dejesus@msn.com,59 E. Valley Avenue,Newburgh,NY,12550,3
127,1,6034.9654,4,,6034.9654,9999.0,Erlinda,Nielsen,,erlinda.nielsen@aol.com,728 Oxford Lane,Maspeth,NY,11378,1
128,1,7536.1622,4,2017-04-12,7536.1622,604.0,Terrance,Lynn,,terrance.lynn@yahoo.com,91 East Buckingham Drive,Plattsburgh,NY,12901,2
129,1,3011.4809999999998,2,2017-11-06,3011.4809999999998,396.0,Walton,Dejesus,,walton.dejesus@yahoo.com,15 Washington Rd.,Lockport,NY,14094,2
130,1,423.992,1,,423.992,9999.0,Wes,Stanton,(248) 247-5074,wes.stanton@msn.com,8662 Tunnel Street,Troy,NY,12180,1
131,1,2335.5207,3,,2335.5207,9999.0,Tanesha,Hampton,,tanesha.hampton@hotmail.com,19 Belmont Ave.,Syosset,NY,11791,1
132,1,3271.8135,4,,3271.8135,9999.0,Boyd,Irwin,,boyd.irwin@hotmail.com,221 Whitemarsh St.,Hamburg,NY,14075,1
133,1,3810.823,4,,3810.823,9999.0,Delbert,Wilkins,,delbert.wilkins@aol.com,420 Greenview St.,Coram,NY,11727,1
134,1,3751.8740000000003,3,,3751.8740000000003,9999.0,Brianna,Moss,(516) 156-8031,brianna.moss@msn.com,4 Longfellow St.,Hempstead,NY,11550,1
135,2,12026.9409,10,2017-09-03,6013.47045,460.0,Dorthey,Jackson,(281) 926-8010,dorthey.jackson@msn.com,9768 Brookside St.,Houston,TX,77016,0
136,2,15314.013200000001,12,,7657.006600000001,9999.0,Sarita,Parks,,sarita.parks@msn.com,7809 Second Lane,Forney,TX,75126,0
137,1,723.8905,1,2017-01-03,723.8905,703.0,Shonta,Mercer,,shonta.mercer@aol.com,319 NE. La Sierra Avenue,Massapequa,NY,11758,2
138,2,12010.496899999998,14,,6005.248449999999,9999.0,Jone,Bernard,(657) 536-5165,jone.bernard@hotmail.com,99 Longbranch Court,Anaheim,CA,92806,0
139,1,2319.9759999999997,3,,2319.9759999999997,9999.0,Wanita,Davenport,,wanita.davenport@aol.com,525 Dogwood Ave.,Spring Valley,NY,10977,1
140,1,12909.921400000001,9,2017-12-08,12909.921400000001,364.0,Cleopatra,Tate,,cleopatra.tate@aol.com,97 N. Glenwood St.,East Elmhurst,NY,11369,3
141,1,376.792,1,2017-09-03,376.792,460.0,Ramiro,Byers,,ramiro.byers@gmail.com,16 Pleasant St.,Saint Albans,NY,11412,2
142,1,5224.9905,1,,5224.9905,9999.0,Nicholas,Vazquez,,nicholas.vazquez@hotmail.com,9 Roosevelt Street,West Hempstead,NY,11552,1
143,1,3920.663,4,2017-11-09,3920.663,393.0,Janae,Doyle,,janae.doyle@gmail.com,760 Rose Ave.,Jackson Heights,NY,11372,2
144,1,256.4905,1,,256.4905,9999.0,Hans,Price,,hans.price@hotmail.com,51 Glendale Road,Port Chester,NY,10573,1
145,1,8696.072,5,2016-01-06,8696.072,1066.0,Miquel,Neal,,miquel.neal@hotmail.com,9564 Deerfield Lane,Staten Island,NY,10301,3
146,1,6183.5624,6,,6183.5624,9999.0,Stefany,Potter,,stefany.potter@gmail.com,256 South Academy St.,Saratoga Springs,NY,12866,1
147,1,10322.972099999999,3,,10322.972099999999,9999.0,Bernetta,Marquez,,bernetta.marquez@hotmail.com,626 E. Dunbar Street,Smithtown,NY,11787,3
148,1,1260.973,3,2016-11-10,1260.973,757.0,Julee,Woodard,,julee.woodard@yahoo.com,869 Summerhouse Dr.,Richmond Hill,NY,11418,2
149,1,8474.1624,4,,8474.1624,9999.0,Meredith,Bryan,,meredith.bryan@hotmail.com,8935 E. Oxford St.,Spring Valley,NY,10977,3
150,1,3840.882,4,2016-01-06,3840.882,1066.0,Weldon,Michael,,weldon.michael@hotmail.com,9952 Nut Swamp St.,Huntington,NY,11743,2
151,2,6863.6268,8,2018-06-04,3431.8134,186.0,Joesph,Delacruz,,joesph.delacruz@aol.com,184 Cypress Street,Atwater,CA,95301,0
152,1,3643.5440000000003,4,,3643.5440000000003,9999.0,Katherina,Odom,,katherina.odom@yahoo.com,897 N. Oak Drive,Plainview,NY,11803,1
153,2,17068.4922,12,2017-01-04,8534.2461,702.0,Laraine,Robbins,,laraine.robbins@yahoo.com,8214 E. Pin Oak Lane,San Angelo,TX,76901,0
154,1,751.984,2,,751.984,9999.0,Jenise,Preston,,jenise.preston@yahoo.com,9 Littleton Drive,Helotes,TX,78023,1
155,1,4214.9734,3,,4214.9734,9999.0,Lory,Page,,lory.page@hotmail.com,58 Summerhouse Street,Bay Shore,NY,11706,1
156,1,4534.383,4,2016-11-07,4534.383,760.0,Charlyn,Cantrell,,charlyn.cantrell@yahoo.com,8756 Euclid St.,West Islip,NY,11795,2
157,2,17861.1996,13,,8930.5998,9999.0,Carola,Rodriquez,,carola.rodriquez@hotmail.com,9433 Heritage Lane,Banning,CA,92220,0
158,1,1395.1624,4,,1395.1624,9999.0,Alane,Kennedy,,alane.kennedy@yahoo.com,34 Green Lake Street,Spring Valley,NY,10977,1
159,1,11013.9345,7,,11013.9345,9999.0,Regina,Burns,,regina.burns@aol.com,713 Buckingham St.,Garland,TX,75043,3
160,1,7975.973,3,,7975.973,9999.0,Omer,Estrada,,omer.estrada@gmail.com,9 Honey Creek Street,Rowlett,TX,75088,3
161,1,4296.1815,4,,4296.1815,9999.0,Crystle,Gilliam,,crystle.gilliam@yahoo.com,86 Edgewater Road,Smithtown,NY,11787,1
162,1,4094.8480999999997,6,,4094.8480999999997,9999.0,Kam,Wilder,,kam.wilder@hotmail.com,500 West Clay Ave.,Newburgh,NY,12550,1
163,1,4851.1372,7,,4851.1372,9999.0,Margert,Stevens,,margert.stevens@aol.com,502 North Poplar St.,Rome,NY,13440,1
164,1,1139.981,2,,1139.981,9999.0,Tomika,Larson,,tomika.larson@yahoo.com,254 Canal St.,Woodside,NY,11377,1
165,2,11907.9041,11,,5953.95205,9999.0,Jeromy,Burch,(408) 955-8238,jeromy.burch@msn.com,889 Mulberry Street,San Jose,CA,95127,0
166,1,751.984,2,2017-01-03,751.984,703.0,Lena,Mills,,lena.mills@yahoo.com,42 Homestead St.,Woodhaven,NY,11421,2
167,1,14172.218499999999,9,,14172.218499999999,9999.0,Loreta,Johnston,,loreta.johnston@yahoo.com,39 Lafayette Dr.,Spring Valley,NY,10977,3
168,1,3801.6486999999997,8,,3801.6486999999997,9999.0,Nettie,Mcdaniel,,nettie.mcdaniel@hotmail.com,7004 E. Wakehurst St.,South Ozone Park,NY,11420,1
169,2,13678.357,7,2016-12-09,6839.1785,728.0,Karla,Kirk,,karla.kirk@yahoo.com,9718 Harvard Rd.,Palos Verdes Peninsula,CA,90274,0
170,2,13801.2997,9,,6900.64985,9999.0,Regine,Gonzales,(805) 763-4045,regine.gonzales@gmail.com,798 Court Drive,Oxnard,CA,93035,0
171,1,3723.8275,8,,3723.8275,9999.0,Miriam,Baker,,miriam.baker@hotmail.com,90 Studebaker St.,Uniondale,NY,11553,1
172,2,15841.0992,7,2017-02-07,7920.5496,668.0,Jeanie,Kirkland,,jeanie.kirkland@aol.com,7643 Old Theatre St.,Santa Clara,CA,95050,0
173,1,8072.331,8,,8072.331,9999.0,Marquerite,Dawson,,marquerite.dawson@gmail.com,37 Hamilton Court,Garland,TX,75043,3
174,1,2963.981,2,,2963.981,9999.0,Babara,Ochoa,,babara.ochoa@aol.com,872 Smith Store St.,Scarsdale,NY,10583,1
175,2,13023.926,8,2018-11-04,6511.963,33.0,Nova,Hess,,nova.hess@msn.com,773 South Lafayette St.,Duarte,CA,91010,0
176,2,6829.709200000001,10,,3414.8546000000006,9999.0,Carley,Reynolds,,carley.reynolds@gmail.com,2 Snake Hill Drive,South El Monte,CA,91733,0
